account_external_id,Name,customer_since,region,age,preferred_channel,campaign_opt_in,loyalty_tier
ACC-00700,Customer 00700,7/26/2021,CZ,28,Web,TRUE,Silver
ACC-00701,Customer 00701,12/20/2021,CZ,36,Web,TRUE,Bronze
ACC-00702,Customer 00702,4/22/2023,CZ,35,Email,TRUE,Bronze
ACC-00703,Customer 00703,6/8/2024,CZ,31,Mobile App,TRUE,Bronze
ACC-00704,Customer 00704,3/30/2022,CZ,30,Mobile App,TRUE,Gold
ACC-00705,Customer 00705,12/13/2023,SK,31,Mobile App,TRUE,Bronze
ACC-00706,Customer 00706,4/24/2024,SK,51,Email,FALSE,Bronze
ACC-00707,Customer 00707,10/21/2021,CZ,55,Store,FALSE,Silver
ACC-00708,Customer 00708,10/13/2023,CZ,48,Web,FALSE,Bronze
ACC-00709,Customer 00709,9/16/2023,SK,18,Store,TRUE,Silver
ACC-00710,Customer 00710,9/3/2024,SK,34,Email,FALSE,Bronze
ACC-00711,Customer 00711,7/4/2021,CZ,29,Email,TRUE,Bronze
ACC-00712,Customer 00712,11/19/2023,CZ,34,Web,TRUE,Silver
ACC-00713,Customer 00713,12/27/2024,CZ,41,Email,TRUE,Silver
ACC-00714,Customer 00714,3/31/2024,CZ,18,Store,FALSE,Bronze
ACC-00715,Customer 00715,11/29/2024,CZ,30,Email,TRUE,Silver
ACC-00716,Customer 00716,3/1/2022,CZ,44,Web,TRUE,Bronze
ACC-00717,Customer 00717,10/20/2023,SK,20,Mobile App,TRUE,Bronze
ACC-00718,Customer 00718,8/2/2024,CZ,39,Web,TRUE,Gold
ACC-00719,Customer 00719,7/4/2021,CZ,40,Web,FALSE,Bronze
ACC-00720,Customer 00720,9/17/2021,CZ,30,Email,FALSE,Bronze
ACC-00721,Customer 00721,3/29/2023,CZ,39,Store,TRUE,Silver
ACC-00722,Customer 00722,6/19/2023,CZ,29,Web,TRUE,Bronze
ACC-00723,Customer 00723,6/9/2022,CZ,19,Web,FALSE,Gold
ACC-00724,Customer 00724,9/16/2021,CZ,45,Mobile App,FALSE,Silver
ACC-00725,Customer 00725,3/19/2024,CZ,30,Store,TRUE,Silver
ACC-00726,Customer 00726,12/9/2023,CZ,44,Mobile App,FALSE,Bronze
ACC-00727,Customer 00727,11/19/2023,SK,30,Web,TRUE,Bronze
ACC-00728,Customer 00728,2/15/2021,CZ,21,Email,TRUE,Gold
ACC-00729,Customer 00729,11/25/2024,CZ,49,Web,TRUE,Silver
ACC-00730,Customer 00730,9/7/2023,CZ,21,Mobile App,FALSE,Bronze
ACC-00731,Customer 00731,9/7/2021,CZ,42,Web,FALSE,Bronze
ACC-00732,Customer 00732,1/31/2021,SK,40,Mobile App,TRUE,Bronze
ACC-00733,Customer 00733,5/19/2021,CZ,27,Email,TRUE,Bronze
ACC-00734,Customer 00734,6/14/2021,SK,45,Email,FALSE,Silver
ACC-00735,Customer 00735,5/2/2024,CZ,37,Store,FALSE,Bronze
ACC-00736,Customer 00736,9/25/2021,CZ,43,Store,FALSE,Silver
ACC-00737,Customer 00737,12/8/2021,CZ,33,Mobile App,TRUE,Gold
ACC-00738,Customer 00738,6/26/2024,SK,44,Web,TRUE,Gold
ACC-00739,Customer 00739,12/29/2022,CZ,24,Mobile App,TRUE,Silver
ACC-00740,Customer 00740,6/18/2024,CZ,45,Email,TRUE,Bronze
ACC-00741,Customer 00741,10/16/2023,SK,20,Email,TRUE,Bronze
ACC-00742,Customer 00742,9/19/2023,SK,58,Email,FALSE,Gold
ACC-00743,Customer 00743,4/30/2023,CZ,39,Web,FALSE,Gold
ACC-00744,Customer 00744,4/10/2023,CZ,39,Store,TRUE,Bronze
ACC-00745,Customer 00745,12/13/2023,CZ,48,Web,TRUE,Gold
ACC-00746,Customer 00746,4/25/2024,CZ,37,Mobile App,FALSE,Bronze
ACC-00747,Customer 00747,7/7/2021,SK,50,Email,TRUE,Silver
ACC-00748,Customer 00748,6/5/2021,CZ,33,Mobile App,TRUE,Bronze
ACC-00749,Customer 00749,3/16/2022,CZ,40,Email,TRUE,Silver
ACC-00750,Customer 00750,3/7/2021,SK,28,Email,FALSE,Bronze
ACC-00751,Customer 00751,8/15/2023,CZ,36,Web,FALSE,Silver
ACC-00752,Customer 00752,7/13/2022,SK,18,Mobile App,TRUE,Bronze
ACC-00753,Customer 00753,11/4/2021,SK,51,Store,TRUE,Gold
ACC-00754,Customer 00754,5/25/2021,CZ,42,Mobile App,TRUE,Bronze
ACC-00755,Customer 00755,10/5/2022,CZ,56,Web,TRUE,Silver
ACC-00756,Customer 00756,1/22/2021,SK,46,Web,TRUE,Gold
ACC-00757,Customer 00757,6/26/2021,CZ,31,Web,TRUE,Bronze
ACC-00758,Customer 00758,7/11/2024,SK,43,Email,TRUE,Silver
ACC-00759,Customer 00759,12/10/2022,CZ,38,Mobile App,FALSE,Bronze
ACC-00760,Customer 00760,9/18/2024,SK,46,Web,TRUE,Gold
ACC-00761,Customer 00761,12/20/2024,CZ,32,Web,FALSE,Silver
ACC-00762,Customer 00762,8/22/2022,SK,23,Mobile App,TRUE,Bronze
ACC-00763,Customer 00763,12/28/2024,CZ,31,Mobile App,FALSE,Bronze
ACC-00764,Customer 00764,1/13/2021,SK,18,Mobile App,TRUE,Bronze
ACC-00765,Customer 00765,5/12/2021,CZ,61,Web,FALSE,Silver
ACC-00766,Customer 00766,5/21/2023,CZ,18,Email,FALSE,Silver
ACC-00767,Customer 00767,5/10/2022,CZ,27,Email,TRUE,Silver
ACC-00768,Customer 00768,4/12/2023,CZ,45,Web,TRUE,Silver
ACC-00769,Customer 00769,7/19/2022,CZ,36,Store,TRUE,Bronze
ACC-00770,Customer 00770,10/26/2024,CZ,35,Store,FALSE,Bronze
ACC-00771,Customer 00771,10/31/2022,CZ,30,Web,FALSE,Gold
ACC-00772,Customer 00772,9/19/2022,SK,50,Web,FALSE,Silver
ACC-00773,Customer 00773,6/1/2024,CZ,39,Email,FALSE,Bronze
ACC-00774,Customer 00774,1/25/2024,CZ,48,Email,FALSE,Bronze
ACC-00775,Customer 00775,12/31/2023,CZ,31,Web,TRUE,Silver
ACC-00776,Customer 00776,4/9/2024,CZ,47,Web,TRUE,Gold
ACC-00777,Customer 00777,4/17/2021,SK,41,Store,TRUE,Silver
ACC-00778,Customer 00778,8/7/2024,CZ,46,Web,TRUE,Bronze
ACC-00779,Customer 00779,11/29/2024,SK,39,Email,FALSE,Bronze
ACC-00780,Customer 00780,6/30/2023,SK,46,Email,TRUE,Silver
ACC-00781,Customer 00781,7/1/2024,CZ,33,Email,FALSE,Gold
ACC-00782,Customer 00782,6/4/2024,SK,31,Email,TRUE,Silver
ACC-00783,Customer 00783,11/11/2023,CZ,38,Mobile App,FALSE,Bronze
ACC-00784,Customer 00784,7/5/2021,CZ,45,Store,FALSE,Silver
ACC-00785,Customer 00785,9/24/2023,SK,23,Mobile App,TRUE,Silver
ACC-00786,Customer 00786,3/8/2022,SK,20,Email,TRUE,Silver
ACC-00787,Customer 00787,10/19/2024,CZ,32,Email,TRUE,Silver
ACC-00788,Customer 00788,10/22/2021,CZ,18,Mobile App,FALSE,Gold
ACC-00789,Customer 00789,8/1/2021,CZ,28,Store,TRUE,Gold
ACC-00790,Customer 00790,4/21/2024,CZ,47,Store,FALSE,Silver
ACC-00791,Customer 00791,4/30/2023,SK,32,Email,TRUE,Silver
ACC-00792,Customer 00792,6/28/2022,CZ,45,Email,TRUE,Bronze
ACC-00793,Customer 00793,6/30/2022,CZ,50,Email,FALSE,Bronze
ACC-00794,Customer 00794,8/19/2023,CZ,40,Store,TRUE,Silver
ACC-00795,Customer 00795,1/1/2022,CZ,35,Web,FALSE,Silver
ACC-00796,Customer 00796,12/7/2021,CZ,22,Mobile App,TRUE,Bronze
ACC-00797,Customer 00797,9/21/2021,CZ,41,Web,FALSE,Gold
ACC-00798,Customer 00798,2/9/2021,CZ,47,Web,FALSE,Silver
ACC-00799,Customer 00799,2/16/2021,CZ,24,Email,FALSE,Bronze
ACC-00800,Customer 00800,8/28/2023,CZ,36,Mobile App,TRUE,Gold
ACC-00801,Customer 00801,3/10/2022,CZ,47,Email,FALSE,Silver
ACC-00802,Customer 00802,7/3/2021,CZ,18,Email,TRUE,Bronze
ACC-00803,Customer 00803,3/11/2023,CZ,32,Web,FALSE,Silver
ACC-00804,Customer 00804,8/10/2023,CZ,28,Email,FALSE,Bronze
ACC-00805,Customer 00805,10/3/2024,SK,33,Web,TRUE,Silver
ACC-00806,Customer 00806,10/19/2022,CZ,36,Mobile App,FALSE,Bronze
ACC-00807,Customer 00807,2/3/2023,CZ,52,Web,FALSE,Silver
ACC-00808,Customer 00808,1/30/2021,CZ,27,Store,TRUE,Bronze
ACC-00809,Customer 00809,10/20/2024,CZ,35,Email,TRUE,Silver
ACC-00810,Customer 00810,5/29/2022,CZ,47,Store,TRUE,Gold
ACC-00811,Customer 00811,6/23/2024,CZ,27,Mobile App,TRUE,Silver
ACC-00812,Customer 00812,2/5/2022,CZ,45,Web,TRUE,Silver
ACC-00813,Customer 00813,8/19/2021,CZ,34,Mobile App,TRUE,Bronze
ACC-00814,Customer 00814,4/13/2022,CZ,36,Web,FALSE,Silver
ACC-00815,Customer 00815,6/19/2021,CZ,35,Mobile App,TRUE,Bronze
ACC-00816,Customer 00816,3/2/2023,SK,43,Web,FALSE,Silver
ACC-00817,Customer 00817,9/5/2021,CZ,37,Mobile App,TRUE,Silver
ACC-00818,Customer 00818,4/21/2021,CZ,58,Email,TRUE,Silver
ACC-00819,Customer 00819,6/6/2022,CZ,40,Store,FALSE,Bronze
ACC-00820,Customer 00820,9/24/2021,CZ,36,Mobile App,TRUE,Bronze
ACC-00821,Customer 00821,1/18/2021,CZ,21,Web,TRUE,Silver
ACC-00822,Customer 00822,7/15/2021,CZ,30,Mobile App,FALSE,Bronze
ACC-00823,Customer 00823,6/29/2024,SK,30,Mobile App,TRUE,Bronze
ACC-00824,Customer 00824,8/20/2023,CZ,64,Email,TRUE,Silver
ACC-00825,Customer 00825,5/27/2022,CZ,22,Email,FALSE,Silver
ACC-00826,Customer 00826,6/13/2023,CZ,44,Email,TRUE,Silver
ACC-00827,Customer 00827,1/3/2022,SK,31,Mobile App,TRUE,Silver
ACC-00828,Customer 00828,3/27/2022,CZ,55,Web,FALSE,Bronze
ACC-00829,Customer 00829,5/18/2021,SK,27,Store,FALSE,Bronze
ACC-00830,Customer 00830,5/22/2024,CZ,33,Mobile App,TRUE,Gold
ACC-00831,Customer 00831,7/8/2021,CZ,50,Email,TRUE,Silver
ACC-00832,Customer 00832,12/23/2023,CZ,20,Store,TRUE,Bronze
ACC-00833,Customer 00833,3/19/2021,CZ,25,Store,FALSE,Silver
ACC-00834,Customer 00834,1/11/2022,SK,30,Web,FALSE,Silver
ACC-00835,Customer 00835,10/31/2021,CZ,47,Store,FALSE,Gold
ACC-00836,Customer 00836,12/18/2024,CZ,18,Store,TRUE,Bronze
ACC-00837,Customer 00837,3/13/2023,CZ,31,Email,TRUE,Silver
ACC-00838,Customer 00838,5/9/2024,CZ,27,Email,TRUE,Silver
ACC-00839,Customer 00839,4/25/2023,CZ,48,Web,FALSE,Silver
ACC-00840,Customer 00840,1/30/2023,CZ,47,Store,TRUE,Gold
ACC-00841,Customer 00841,7/3/2023,CZ,58,Store,TRUE,Bronze
ACC-00842,Customer 00842,9/6/2021,CZ,46,Web,TRUE,Bronze
ACC-00843,Customer 00843,5/2/2022,CZ,22,Email,TRUE,Bronze
ACC-00844,Customer 00844,4/29/2024,SK,34,Mobile App,FALSE,Bronze
ACC-00845,Customer 00845,11/15/2022,CZ,23,Web,FALSE,Bronze
ACC-00846,Customer 00846,10/10/2024,SK,35,Web,TRUE,Silver
ACC-00847,Customer 00847,5/21/2024,SK,30,Web,FALSE,Bronze
ACC-00848,Customer 00848,4/4/2024,CZ,40,Web,FALSE,Bronze
ACC-00849,Customer 00849,8/17/2024,CZ,36,Web,TRUE,Silver
ACC-00850,Customer 00850,9/14/2022,SK,37,Web,FALSE,Silver
ACC-00851,Customer 00851,11/20/2021,CZ,34,Mobile App,FALSE,Silver
ACC-00852,Customer 00852,1/30/2022,CZ,33,Web,TRUE,Bronze
ACC-00853,Customer 00853,11/10/2022,CZ,27,Store,TRUE,Gold
ACC-00854,Customer 00854,2/9/2023,SK,52,Mobile App,TRUE,Gold
ACC-00855,Customer 00855,7/1/2024,CZ,45,Store,FALSE,Silver
ACC-00856,Customer 00856,10/19/2024,SK,35,Email,FALSE,Bronze
ACC-00857,Customer 00857,2/1/2024,CZ,33,Email,FALSE,Bronze
ACC-00858,Customer 00858,12/18/2021,CZ,28,Web,TRUE,Bronze
ACC-00859,Customer 00859,11/9/2022,CZ,18,Web,FALSE,Bronze
ACC-00860,Customer 00860,1/4/2021,CZ,34,Web,TRUE,Bronze
ACC-00861,Customer 00861,8/31/2022,CZ,28,Store,TRUE,Silver
ACC-00862,Customer 00862,12/15/2021,CZ,29,Mobile App,TRUE,Silver
ACC-00863,Customer 00863,4/12/2024,CZ,18,Web,FALSE,Silver
ACC-00864,Customer 00864,6/8/2022,CZ,69,Mobile App,FALSE,Bronze
ACC-00865,Customer 00865,3/17/2021,CZ,26,Web,FALSE,Bronze
ACC-00866,Customer 00866,8/22/2023,CZ,50,Store,TRUE,Bronze
ACC-00867,Customer 00867,11/10/2023,SK,57,Store,TRUE,Bronze
ACC-00868,Customer 00868,6/4/2021,SK,31,Email,TRUE,Gold
ACC-00869,Customer 00869,8/8/2022,SK,34,Web,FALSE,Bronze
ACC-00870,Customer 00870,12/27/2022,CZ,29,Store,FALSE,Silver
ACC-00871,Customer 00871,10/26/2024,CZ,28,Email,TRUE,Silver
ACC-00872,Customer 00872,2/11/2023,CZ,24,Store,TRUE,Bronze
ACC-00873,Customer 00873,6/16/2022,CZ,25,Email,FALSE,Bronze
ACC-00874,Customer 00874,3/2/2022,CZ,21,Mobile App,FALSE,Silver
ACC-00875,Customer 00875,11/30/2022,CZ,65,Mobile App,TRUE,Bronze
ACC-00876,Customer 00876,3/27/2021,CZ,26,Email,FALSE,Bronze
ACC-00877,Customer 00877,7/10/2022,SK,47,Mobile App,FALSE,Bronze
ACC-00878,Customer 00878,6/5/2024,CZ,28,Store,TRUE,Bronze
ACC-00879,Customer 00879,9/19/2024,CZ,35,Email,FALSE,Silver
ACC-00880,Customer 00880,6/22/2021,SK,38,Web,TRUE,Silver
ACC-00881,Customer 00881,1/9/2022,CZ,33,Store,FALSE,Bronze
ACC-00882,Customer 00882,4/11/2024,CZ,40,Mobile App,TRUE,Gold
ACC-00883,Customer 00883,9/14/2021,CZ,18,Email,FALSE,Bronze
ACC-00884,Customer 00884,4/11/2023,CZ,53,Web,TRUE,Bronze
ACC-00885,Customer 00885,9/4/2023,CZ,57,Web,TRUE,Silver
ACC-00886,Customer 00886,9/10/2024,SK,22,Email,TRUE,Silver
ACC-00887,Customer 00887,3/30/2024,CZ,22,Web,FALSE,Silver
ACC-00888,Customer 00888,4/21/2021,SK,22,Email,TRUE,Silver
ACC-00889,Customer 00889,4/19/2024,CZ,39,Mobile App,TRUE,Gold
ACC-00890,Customer 00890,9/1/2024,CZ,18,Email,FALSE,Bronze
ACC-00891,Customer 00891,4/18/2023,SK,34,Mobile App,FALSE,Bronze
ACC-00892,Customer 00892,11/4/2023,CZ,43,Store,TRUE,Silver
ACC-00893,Customer 00893,11/27/2022,CZ,60,Web,FALSE,Silver
ACC-00894,Customer 00894,9/30/2021,CZ,55,Email,FALSE,Bronze
ACC-00895,Customer 00895,3/29/2022,CZ,40,Web,FALSE,Silver
ACC-00896,Customer 00896,4/12/2024,CZ,40,Web,FALSE,Bronze
ACC-00897,Customer 00897,1/12/2024,SK,46,Web,FALSE,Bronze
ACC-00898,Customer 00898,10/24/2024,CZ,40,Email,TRUE,Gold
ACC-00899,Customer 00899,12/21/2021,SK,34,Store,TRUE,Bronze
ACC-00900,Customer 00900,9/2/2023,SK,26,Web,TRUE,Silver
ACC-00901,Customer 00901,3/16/2024,SK,18,Web,TRUE,Bronze
ACC-00902,Customer 00902,3/19/2023,CZ,25,Web,FALSE,Bronze
ACC-00903,Customer 00903,8/17/2023,SK,45,Mobile App,FALSE,Bronze
ACC-00904,Customer 00904,9/18/2021,SK,48,Web,TRUE,Silver
ACC-00905,Customer 00905,7/14/2023,SK,56,Web,TRUE,Silver
ACC-00906,Customer 00906,1/6/2022,SK,18,Store,TRUE,Bronze
ACC-00907,Customer 00907,12/4/2021,CZ,38,Email,TRUE,Silver
ACC-00908,Customer 00908,1/12/2022,CZ,42,Email,FALSE,Silver
ACC-00909,Customer 00909,7/29/2024,CZ,21,Store,TRUE,Gold
ACC-00910,Customer 00910,6/14/2022,CZ,55,Web,TRUE,Silver
ACC-00911,Customer 00911,10/6/2023,CZ,44,Store,FALSE,Gold
ACC-00912,Customer 00912,11/4/2024,SK,61,Store,FALSE,Bronze
ACC-00913,Customer 00913,8/6/2022,SK,35,Web,FALSE,Bronze
ACC-00914,Customer 00914,12/20/2024,CZ,43,Web,TRUE,Silver
ACC-00915,Customer 00915,3/25/2024,SK,36,Email,FALSE,Bronze
ACC-00916,Customer 00916,9/26/2024,CZ,26,Store,TRUE,Silver
ACC-00917,Customer 00917,1/17/2022,SK,24,Email,TRUE,Bronze
ACC-00918,Customer 00918,11/15/2022,CZ,36,Web,TRUE,Silver
ACC-00919,Customer 00919,5/20/2021,CZ,39,Email,TRUE,Silver
ACC-00920,Customer 00920,1/12/2022,CZ,31,Web,TRUE,Bronze
ACC-00921,Customer 00921,7/11/2024,SK,24,Store,TRUE,Bronze
ACC-00922,Customer 00922,4/7/2024,CZ,39,Mobile App,TRUE,Silver
ACC-00923,Customer 00923,7/28/2024,CZ,46,Mobile App,FALSE,Gold
ACC-00924,Customer 00924,12/2/2024,CZ,22,Store,FALSE,Silver
ACC-00925,Customer 00925,12/11/2022,CZ,40,Store,FALSE,Silver
ACC-00926,Customer 00926,2/29/2024,CZ,31,Store,TRUE,Gold
ACC-00927,Customer 00927,1/2/2024,CZ,41,Store,FALSE,Silver
ACC-00928,Customer 00928,1/28/2021,CZ,31,Email,FALSE,Bronze
ACC-00929,Customer 00929,8/10/2022,CZ,38,Web,TRUE,Silver
ACC-00930,Customer 00930,7/21/2022,CZ,33,Mobile App,TRUE,Silver
ACC-00931,Customer 00931,5/30/2023,SK,28,Email,FALSE,Gold
ACC-00932,Customer 00932,12/3/2022,SK,21,Web,TRUE,Gold
ACC-00933,Customer 00933,8/12/2024,CZ,32,Web,TRUE,Bronze
ACC-00934,Customer 00934,3/21/2022,CZ,24,Mobile App,FALSE,Bronze
ACC-00935,Customer 00935,6/19/2021,SK,41,Store,FALSE,Silver
ACC-00936,Customer 00936,5/23/2024,CZ,49,Web,TRUE,Silver
ACC-00937,Customer 00937,10/8/2024,SK,42,Email,FALSE,Bronze
ACC-00938,Customer 00938,9/1/2023,SK,18,Store,TRUE,Silver
ACC-00939,Customer 00939,8/1/2021,CZ,31,Mobile App,TRUE,Gold
ACC-00940,Customer 00940,12/27/2022,CZ,28,Email,FALSE,Gold
ACC-00941,Customer 00941,8/8/2021,CZ,40,Web,TRUE,Bronze
ACC-00942,Customer 00942,11/8/2023,SK,39,Mobile App,FALSE,Silver
ACC-00943,Customer 00943,4/27/2024,SK,30,Mobile App,FALSE,Silver
ACC-00944,Customer 00944,7/30/2022,CZ,31,Email,TRUE,Bronze
ACC-00945,Customer 00945,6/14/2022,CZ,43,Mobile App,TRUE,Bronze
ACC-00946,Customer 00946,9/13/2021,CZ,37,Email,TRUE,Gold
ACC-00947,Customer 00947,12/18/2024,CZ,41,Web,TRUE,Gold
ACC-00948,Customer 00948,9/6/2024,CZ,32,Mobile App,TRUE,Silver
ACC-00949,Customer 00949,1/14/2024,SK,18,Email,FALSE,Silver
ACC-00950,Customer 00950,11/12/2023,CZ,27,Web,FALSE,Silver
ACC-00951,Customer 00951,4/13/2023,CZ,41,Email,TRUE,Silver
ACC-00952,Customer 00952,10/19/2021,CZ,28,Email,TRUE,Silver
ACC-00953,Customer 00953,9/1/2024,CZ,39,Email,TRUE,Bronze
ACC-00954,Customer 00954,8/15/2024,CZ,48,Email,TRUE,Bronze
ACC-00955,Customer 00955,1/24/2024,CZ,38,Web,FALSE,Silver
ACC-00956,Customer 00956,12/12/2022,SK,53,Store,TRUE,Gold
ACC-00957,Customer 00957,7/25/2024,CZ,24,Email,FALSE,Bronze
ACC-00958,Customer 00958,9/1/2024,CZ,42,Mobile App,TRUE,Bronze
ACC-00959,Customer 00959,8/8/2023,CZ,27,Email,TRUE,Silver
ACC-00960,Customer 00960,7/14/2022,SK,23,Email,FALSE,Bronze
ACC-00961,Customer 00961,1/25/2024,CZ,33,Web,FALSE,Bronze
ACC-00962,Customer 00962,8/2/2021,CZ,44,Mobile App,TRUE,Silver
ACC-00963,Customer 00963,9/10/2023,CZ,40,Web,FALSE,Bronze
ACC-00964,Customer 00964,7/5/2021,CZ,47,Email,FALSE,Bronze
ACC-00965,Customer 00965,11/13/2024,SK,50,Mobile App,FALSE,Gold
ACC-00966,Customer 00966,2/21/2023,CZ,25,Email,TRUE,Bronze
ACC-00967,Customer 00967,10/5/2023,CZ,19,Mobile App,FALSE,Bronze
ACC-00968,Customer 00968,10/20/2022,CZ,34,Email,TRUE,Bronze
ACC-00969,Customer 00969,4/29/2024,SK,52,Email,FALSE,Bronze
ACC-00970,Customer 00970,2/25/2024,CZ,35,Mobile App,FALSE,Bronze
ACC-00971,Customer 00971,11/26/2021,CZ,33,Web,FALSE,Bronze
ACC-00972,Customer 00972,8/5/2023,CZ,31,Mobile App,FALSE,Silver
ACC-00973,Customer 00973,8/23/2023,CZ,36,Mobile App,TRUE,Gold
ACC-00974,Customer 00974,3/30/2024,CZ,18,Mobile App,TRUE,Bronze
ACC-00975,Customer 00975,12/19/2021,CZ,31,Email,TRUE,Gold
ACC-00976,Customer 00976,1/10/2023,CZ,44,Store,TRUE,Bronze
ACC-00977,Customer 00977,9/20/2021,CZ,32,Web,FALSE,Bronze
ACC-00978,Customer 00978,9/22/2023,CZ,25,Store,TRUE,Bronze
ACC-00979,Customer 00979,5/24/2021,SK,46,Web,TRUE,Silver
ACC-00980,Customer 00980,9/27/2022,CZ,24,Web,TRUE,Bronze
ACC-00981,Customer 00981,11/3/2023,CZ,48,Email,TRUE,Silver
ACC-00982,Customer 00982,1/5/2021,CZ,38,Store,FALSE,Bronze
ACC-00983,Customer 00983,8/11/2024,SK,30,Mobile App,FALSE,Silver
ACC-00984,Customer 00984,7/14/2024,CZ,40,Email,TRUE,Silver
ACC-00985,Customer 00985,12/8/2024,CZ,25,Store,FALSE,Silver
ACC-00986,Customer 00986,4/17/2021,CZ,52,Web,TRUE,Bronze
ACC-00987,Customer 00987,4/25/2023,CZ,37,Mobile App,TRUE,Gold
ACC-00988,Customer 00988,7/27/2023,CZ,32,Store,TRUE,Bronze
ACC-00989,Customer 00989,12/13/2021,SK,33,Store,TRUE,Silver
ACC-00990,Customer 00990,9/3/2023,SK,44,Mobile App,FALSE,Silver
ACC-00991,Customer 00991,11/25/2022,CZ,21,Web,TRUE,Bronze
ACC-00992,Customer 00992,2/17/2022,CZ,27,Web,FALSE,Silver
ACC-00993,Customer 00993,9/21/2021,SK,18,Email,TRUE,Bronze
ACC-00994,Customer 00994,9/18/2022,CZ,62,Email,FALSE,Bronze
ACC-00995,Customer 00995,1/23/2023,CZ,39,Mobile App,FALSE,Bronze
ACC-00996,Customer 00996,4/22/2021,SK,31,Web,FALSE,Silver
ACC-00997,Customer 00997,9/1/2023,SK,18,Mobile App,TRUE,Bronze
ACC-00998,Customer 00998,1/6/2022,CZ,27,Web,FALSE,Silver
ACC-00999,Customer 00999,6/30/2022,CZ,34,Email,FALSE,Bronze
ACC-01000,Customer 01000,12/4/2021,CZ,46,Web,FALSE,Bronze
ACC-01001,Customer 01001,11/4/2023,CZ,46,Mobile App,FALSE,Silver
ACC-01002,Customer 01002,2/23/2022,CZ,47,Email,TRUE,Silver
ACC-01003,Customer 01003,4/15/2021,CZ,38,Store,TRUE,Bronze
ACC-01004,Customer 01004,10/3/2022,CZ,43,Web,TRUE,Bronze
ACC-01005,Customer 01005,9/21/2022,CZ,32,Email,TRUE,Gold
ACC-01006,Customer 01006,3/6/2023,CZ,37,Mobile App,TRUE,Silver
ACC-01007,Customer 01007,4/11/2022,CZ,55,Store,FALSE,Silver
ACC-01008,Customer 01008,2/12/2024,SK,32,Web,TRUE,Bronze
ACC-01009,Customer 01009,7/6/2021,CZ,27,Mobile App,TRUE,Silver
ACC-01010,Customer 01010,8/6/2024,SK,49,Mobile App,TRUE,Bronze
ACC-01011,Customer 01011,12/7/2023,CZ,39,Mobile App,TRUE,Silver
ACC-01012,Customer 01012,1/3/2023,SK,38,Store,TRUE,Bronze
ACC-01013,Customer 01013,12/25/2022,CZ,27,Mobile App,FALSE,Gold
ACC-01014,Customer 01014,9/18/2021,SK,40,Email,TRUE,Silver
ACC-01015,Customer 01015,1/23/2022,CZ,43,Mobile App,TRUE,Silver
ACC-01016,Customer 01016,2/20/2022,CZ,53,Web,TRUE,Bronze
ACC-01017,Customer 01017,9/24/2022,CZ,58,Mobile App,FALSE,Silver
ACC-01018,Customer 01018,8/15/2023,CZ,27,Mobile App,FALSE,Silver
ACC-01019,Customer 01019,5/30/2024,CZ,34,Store,FALSE,Gold
ACC-01020,Customer 01020,4/28/2023,CZ,47,Mobile App,TRUE,Silver
ACC-01021,Customer 01021,7/25/2024,CZ,49,Email,FALSE,Bronze
ACC-01022,Customer 01022,2/4/2021,CZ,27,Store,FALSE,Bronze
ACC-01023,Customer 01023,4/3/2023,CZ,26,Email,TRUE,Silver
ACC-01024,Customer 01024,12/20/2023,SK,37,Mobile App,TRUE,Bronze
ACC-01025,Customer 01025,10/17/2024,CZ,37,Web,FALSE,Bronze
ACC-01026,Customer 01026,12/12/2022,CZ,43,Mobile App,TRUE,Gold
ACC-01027,Customer 01027,12/5/2022,SK,28,Web,TRUE,Bronze
ACC-01028,Customer 01028,4/8/2024,SK,46,Store,FALSE,Silver
ACC-01029,Customer 01029,11/14/2024,CZ,22,Email,TRUE,Bronze
ACC-01030,Customer 01030,4/13/2021,CZ,42,Web,FALSE,Bronze
ACC-01031,Customer 01031,3/24/2023,CZ,46,Web,FALSE,Bronze
ACC-01032,Customer 01032,12/29/2023,SK,43,Web,FALSE,Bronze
ACC-01033,Customer 01033,4/11/2021,SK,48,Store,FALSE,Gold
ACC-01034,Customer 01034,5/10/2022,CZ,35,Web,FALSE,Silver
ACC-01035,Customer 01035,2/13/2024,CZ,40,Web,FALSE,Silver
ACC-01036,Customer 01036,7/16/2024,CZ,30,Store,FALSE,Bronze
ACC-01037,Customer 01037,1/24/2021,SK,39,Mobile App,TRUE,Gold
ACC-01038,Customer 01038,10/22/2022,SK,33,Mobile App,TRUE,Bronze
ACC-01039,Customer 01039,12/10/2024,CZ,31,Web,FALSE,Bronze
ACC-01040,Customer 01040,3/4/2024,SK,62,Store,FALSE,Bronze
ACC-01041,Customer 01041,8/21/2021,CZ,18,Web,FALSE,Silver
ACC-01042,Customer 01042,8/17/2021,CZ,43,Store,FALSE,Bronze
ACC-01043,Customer 01043,3/4/2024,CZ,29,Web,FALSE,Gold
ACC-01044,Customer 01044,4/5/2023,CZ,46,Web,TRUE,Silver
ACC-01045,Customer 01045,7/21/2023,CZ,28,Email,FALSE,Bronze
ACC-01046,Customer 01046,12/14/2021,CZ,41,Email,TRUE,Bronze
ACC-01047,Customer 01047,1/10/2022,CZ,31,Email,FALSE,Silver
ACC-01048,Customer 01048,3/2/2023,SK,32,Mobile App,FALSE,Silver
