ID zákazníka,Loyalty Tier,Region,CLV Segment,Predikovaný CLV 2025,P(churn),Churn Risk,Churned 2024 (skutečnost),priorita
ACC-01014,Silver,SK,Low,0.0,0.9801129,Vysoké,1,
ACC-01015,Silver,CZ,Low,72.89327,0.07218812,Nízké,0,
ACC-01016,Bronze,CZ,Low,4353.711,0.6572782,Vysoké,0,
ACC-01017,Silver,CZ,Low,105.19965,0.15364009,Nízké,0,
ACC-01018,Silver,CZ,Low,1056.2144,0.24859849,Nízké,0,
ACC-01020,Silver,CZ,Low,255.5935,0.029434673,Nízké,0,
ACC-01022,Bronze,CZ,Low,2109.589,0.5440713,Střední,0,
ACC-01023,Silver,CZ,Medium,5513.8623,0.011104756,Nízké,0,🟢 Udržet
ACC-01026,Gold,CZ,Low,2.9872348,0.019868001,Nízké,0,
ACC-01027,Bronze,SK,Low,33.50022,0.34316653,Nízké,0,
ACC-01030,Bronze,CZ,Low,0.0,0.98734224,Vysoké,1,
ACC-01031,Bronze,CZ,Medium,6751.281,0.19127972,Nízké,0,🟢 Udržet
ACC-01033,Gold,SK,Low,0.0,0.10779342,Nízké,0,
ACC-01034,Silver,CZ,Low,48.961258,0.8035405,Vysoké,1,
ACC-01037,Gold,SK,Low,72.656586,0.1746216,Nízké,0,
ACC-01038,Bronze,SK,Low,736.17206,0.76677024,Vysoké,1,
ACC-01041,Silver,CZ,Low,134.371,0.9477275,Vysoké,1,
ACC-01042,Bronze,CZ,Low,4970.741,0.076186694,Nízké,0,
ACC-01044,Silver,CZ,High,26479.885,0.009369596,Nízké,0,🟢 Udržet
ACC-01045,Bronze,CZ,Low,20.924477,0.8788656,Vysoké,1,
ACC-01046,Bronze,CZ,Low,0.0,0.83394015,Vysoké,1,
ACC-01047,Silver,CZ,Low,103.10612,0.7345442,Vysoké,1,
ACC-01048,Silver,SK,Medium,17833.71,0.012372383,Nízké,0,🟢 Udržet
ACC-01049,Silver,CZ,Low,0.0,0.105424404,Nízké,0,
ACC-01051,Bronze,CZ,Low,739.1625,0.15304162,Nízké,0,
ACC-01052,Bronze,CZ,Low,59.31485,0.85503775,Vysoké,1,
ACC-01054,Silver,CZ,Low,0.0,0.8767776,Vysoké,1,
ACC-01055,Silver,SK,Low,35.571365,0.9239183,Vysoké,1,
ACC-01056,Silver,CZ,Low,3216.8564,0.02565432,Nízké,0,
ACC-01059,Bronze,SK,Low,23.669062,0.9882089,Vysoké,1,
ACC-01060,Silver,CZ,Medium,9285.729,0.018175136,Nízké,0,🟢 Udržet
ACC-01061,Bronze,CZ,Low,5.482785,0.30140966,Nízké,0,
ACC-01062,Gold,CZ,Low,28.163542,0.028486518,Nízké,0,
ACC-01063,Silver,CZ,Medium,7156.072,0.05816404,Nízké,0,🟢 Udržet
ACC-01064,Bronze,CZ,Low,165.48157,0.72987485,Vysoké,1,
ACC-01065,Gold,SK,Medium,22699.74,0.06401657,Nízké,0,🟢 Udržet
ACC-01066,Bronze,SK,Low,0.0,0.71052015,Vysoké,1,
ACC-01067,Bronze,CZ,Low,779.2132,0.24366961,Nízké,0,
ACC-01069,Silver,CZ,Low,4039.2107,0.029438278,Nízké,0,
ACC-01070,Bronze,CZ,Low,0.0,0.95271146,Vysoké,1,
ACC-01071,Gold,CZ,Low,0.0,0.90339714,Vysoké,1,
ACC-01073,Gold,SK,Low,0.0,0.95635676,Vysoké,1,
ACC-01075,Bronze,SK,Low,42.313034,0.55448943,Střední,1,
ACC-01078,Gold,CZ,Low,0.0,0.2864261,Nízké,0,
ACC-01079,Gold,CZ,Medium,9968.906,0.268904,Nízké,0,🟢 Udržet
ACC-01080,Bronze,CZ,Low,0.0,0.34002516,Nízké,1,
ACC-01083,Silver,SK,Medium,8815.745,0.0073459693,Nízké,0,🟢 Udržet
ACC-01084,Bronze,CZ,Low,2567.688,0.763337,Vysoké,1,
ACC-01086,Silver,SK,Low,0.0,0.9381131,Vysoké,1,
ACC-01087,Bronze,CZ,Low,0.0,0.8403971,Vysoké,1,
ACC-01089,Silver,CZ,Low,96.83936,0.046487316,Nízké,0,
ACC-01090,Bronze,CZ,Low,0.0,0.9515794,Vysoké,1,
ACC-01092,Silver,CZ,Low,254.40137,0.13833717,Nízké,0,
ACC-01095,Silver,CZ,Low,0.0,0.8721146,Vysoké,1,
ACC-01096,Silver,SK,Low,65.68936,0.47311944,Střední,0,
ACC-01097,Bronze,SK,Low,0.0,0.9495523,Vysoké,1,
ACC-01098,Silver,CZ,High,31405.111,0.050155267,Nízké,0,🟢 Udržet
ACC-01101,Bronze,CZ,Low,4835.9854,0.02108158,Nízké,0,
ACC-01102,Bronze,SK,Low,516.80426,0.9520265,Vysoké,1,
ACC-01104,Silver,CZ,Low,60.23993,0.65616494,Vysoké,0,
ACC-01105,Gold,SK,Low,223.13673,0.030654702,Nízké,0,
ACC-01106,Silver,CZ,Low,14.161011,0.1831957,Nízké,0,
ACC-01109,Bronze,CZ,Low,22.838078,0.9729951,Vysoké,1,
ACC-01110,Bronze,SK,Medium,19075.545,0.03729595,Nízké,0,🟢 Udržet
ACC-01111,Gold,CZ,Low,3.4116638,0.07962298,Nízké,0,
ACC-01112,Bronze,CZ,Low,16.07911,0.84099114,Vysoké,1,
ACC-01114,Gold,CZ,Medium,19196.328,0.45901874,Střední,0,
ACC-01115,Silver,SK,Low,70.69448,0.9690525,Vysoké,1,
ACC-01116,Bronze,SK,Medium,7157.845,0.29058242,Nízké,0,🟢 Udržet
ACC-01117,Gold,CZ,Low,1862.4113,0.33254477,Nízké,0,
ACC-01118,Silver,SK,Low,33.702766,0.77396166,Vysoké,1,
ACC-01120,Bronze,SK,Low,1612.926,0.23045963,Nízké,0,
ACC-01121,Bronze,CZ,Low,0.0,0.4831847,Střední,1,
ACC-01123,Bronze,CZ,Low,740.99884,0.29717,Nízké,0,
ACC-01124,Bronze,CZ,Low,0.0,0.49952266,Střední,1,
ACC-01125,Silver,CZ,Low,0.0,0.37870225,Střední,0,
ACC-01129,Silver,CZ,Medium,7094.5483,0.037218977,Nízké,0,🟢 Udržet
ACC-01131,Bronze,CZ,Low,25.353792,0.84010416,Vysoké,1,
ACC-01132,Silver,SK,Low,0.0,0.98170656,Vysoké,1,
ACC-01133,Silver,CZ,High,34568.496,0.0065316022,Nízké,0,🟢 Udržet
ACC-01134,Bronze,CZ,Low,122.62325,0.9084989,Vysoké,1,
ACC-01136,Bronze,CZ,Low,1159.0548,0.32825357,Nízké,0,
ACC-01137,Bronze,CZ,Low,490.9786,0.89329904,Vysoké,1,
ACC-01138,Silver,CZ,Medium,11374.355,0.018113501,Nízké,0,🟢 Udržet
ACC-01139,Bronze,CZ,Medium,16652.629,0.29840904,Nízké,0,🟢 Udržet
ACC-01140,Gold,CZ,Low,144.37553,0.3513124,Střední,1,
ACC-01142,Gold,CZ,Low,0.0,0.026513271,Nízké,0,
ACC-01143,Bronze,CZ,Low,187.8541,0.91240036,Vysoké,1,
ACC-01145,Silver,CZ,Low,224.09216,0.0807494,Nízké,0,
ACC-01147,Bronze,CZ,Medium,12803.07,0.020818425,Nízké,0,🟢 Udržet
ACC-01149,Bronze,CZ,Low,0.0,0.9012718,Vysoké,1,
ACC-01150,Bronze,CZ,Low,68.29801,0.20736188,Nízké,0,
ACC-01151,Bronze,CZ,Low,109.375305,0.9353085,Vysoké,1,
ACC-01153,Gold,CZ,Low,41.077034,0.83592486,Vysoké,1,
ACC-01155,Bronze,CZ,Low,0.0,0.89470595,Vysoké,1,
ACC-01156,Silver,SK,Low,0.0,0.65295464,Vysoké,1,
ACC-01159,Gold,CZ,High,41705.02,0.03455737,Nízké,0,🟢 Udržet
ACC-01160,Silver,SK,Low,29.259178,0.9815056,Vysoké,1,
ACC-01161,Silver,SK,Low,1.2858901,0.9660086,Vysoké,1,
ACC-01162,Silver,CZ,Low,50.36875,0.73929167,Vysoké,0,
ACC-01166,Silver,SK,Low,51.91109,0.071152605,Nízké,0,
ACC-01167,Bronze,CZ,Low,0.0,0.7326782,Vysoké,1,
ACC-01169,Bronze,CZ,Low,49.984627,0.8227972,Vysoké,1,
ACC-01171,Gold,CZ,Medium,14329.94,0.4155678,Střední,0,
ACC-01172,Silver,CZ,Low,37.348526,0.9060099,Vysoké,1,
ACC-01175,Bronze,SK,Medium,22926.082,0.052118573,Nízké,0,🟢 Udržet
ACC-01176,Bronze,SK,Low,27.028904,0.92348206,Vysoké,1,
ACC-01177,Silver,CZ,Low,47.346523,0.40770584,Střední,0,
ACC-01178,Bronze,CZ,Low,0.0,0.9446351,Vysoké,1,
ACC-01179,Gold,CZ,Low,2013.6033,0.03140228,Nízké,0,
ACC-01180,Silver,CZ,Low,0.0,0.7642665,Vysoké,1,
ACC-01181,Silver,SK,Low,0.0,0.21462202,Nízké,0,
ACC-01182,Gold,SK,Medium,8590.327,0.01894602,Nízké,0,🟢 Udržet
ACC-01183,Bronze,CZ,Low,43.957382,0.096023,Nízké,0,
ACC-01184,Gold,CZ,Low,80.59449,0.88008016,Vysoké,0,
ACC-01185,Silver,SK,High,37969.03,0.012978026,Nízké,0,🟢 Udržet
ACC-01186,Silver,SK,Low,3088.585,0.20000991,Nízké,0,
ACC-01187,Gold,CZ,Low,2117.6948,0.9450864,Vysoké,1,
ACC-01188,Bronze,CZ,Low,0.0,0.9763257,Vysoké,1,
ACC-01189,Silver,CZ,Low,262.45935,0.29688215,Nízké,0,
ACC-01190,Bronze,CZ,Low,53.706886,0.89321035,Vysoké,1,
ACC-01191,Bronze,SK,Low,4757.4434,0.02376191,Nízké,0,
ACC-01192,Bronze,SK,Low,896.6105,0.9623048,Vysoké,1,
ACC-01193,Silver,CZ,Low,2.6339943,0.9695739,Vysoké,1,
ACC-01194,Silver,CZ,Medium,5683.695,0.08300995,Nízké,0,🟢 Udržet
ACC-01195,Bronze,CZ,Low,107.17797,0.97920007,Vysoké,1,
ACC-01197,Silver,CZ,Low,3475.2068,0.017921574,Nízké,0,
ACC-01198,Gold,SK,Low,169.9865,0.062788896,Nízké,0,
ACC-01200,Bronze,CZ,Low,42.53898,0.7892402,Vysoké,1,
